100   8.98389   0.000310771
110   5.61028   0.000200041
120   3.63353   0.000133506
130   2.42695   9.1823e-05
140   1.66446   6.47905e-05
150   1.16799   4.6727e-05
160   0.836246   3.43506e-05
170   0.609462   2.56797e-05
180   0.451261   1.94865e-05
190   0.338892   1.49894e-05
200   0.257773   1.16719e-05
210   0.198349   9.18649e-06
220   0.154237   7.30106e-06
230   0.121097   5.85591e-06
240   0.0959207   4.73655e-06
250   0.0765994   3.86062e-06
260   0.0616312   3.16924e-06
270   0.0499343   2.61907e-06
280   0.0407196   2.17765e-06
290   0.0334058   1.82101e-06
300   0.0275601   1.53098e-06
310   0.0228571   1.29365e-06
320   0.0190502   1.09825e-06
330   0.0159512   9.36484e-07
340   0.0134147   8.01896e-07
350   0.011328   6.89384e-07
360   0.00960307   5.94855e-07
370   0.00817076   5.15061e-07
380   0.00697628   4.4745e-07
390   0.0059761   3.89948e-07
400   0.00513536   3.40843e-07
410   0.00442605   2.98761e-07
420   0.00382554   2.62577e-07
430   0.00331544   2.31357e-07
440   0.00288076   2.0434e-07
450   0.00250924   1.80894e-07
460   0.00219078   1.60491e-07
470   0.00191704   1.42689e-07
480   0.00168114   1.27115e-07
490   0.00147732   1.13456e-07
500   0.0013008   1.01449e-07
510   0.00114756   9.0871e-08
520   0.00101424   8.15335e-08
530   0.000897992   7.3273e-08
540   0.000796422   6.59495e-08
550   0.0007075   5.94438e-08
560   0.000629502   5.3655e-08
570   0.000560959   4.8496e-08
580   0.000500617   4.38906e-08
590   0.000447404   3.97721e-08
600   0.000400398   3.60829e-08
610   0.000358809   3.27732e-08
620   0.000321955   2.97996e-08
630   0.000289248   2.71246e-08
640   0.000260179   2.47153e-08
650   0.000234307   2.25423e-08
660   0.000211248   2.05799e-08
670   0.00019067   1.88059e-08
680   0.000172281   1.72001e-08
690   0.000155829   1.57451e-08
700   0.000141091   1.44249e-08
710   0.000127874   1.32259e-08
720   0.000116007   1.21362e-08
730   0.00010534   1.11443e-08
740   9.57406e-05   1.02406e-08
750   8.7094e-05   9.41665e-09
760   7.92971e-05   8.66488e-09
770   7.22595e-05   7.97847e-09
780   6.59009e-05   7.35122e-09
790   6.01503e-05   6.7775e-09
800   5.49448e-05   6.2523e-09
810   5.02283e-05   5.77116e-09
820   4.59512e-05   5.33009e-09
830   4.20692e-05   4.92543e-09
840   3.85428e-05   4.55395e-09
850   3.53367e-05   4.2127e-09
860   3.24195e-05   3.89902e-09
870   2.97631e-05   3.61056e-09
880   2.73423e-05   3.3451e-09
890   2.51345e-05   3.10061e-09
900   2.31195e-05   2.87531e-09
910   2.12791e-05   2.66758e-09
920   1.9597e-05   2.47596e-09
930   1.80585e-05   2.29912e-09
940   1.66504e-05   2.13581e-09
950   1.53608e-05   1.98491e-09
960   1.4179e-05   1.84541e-09
970   1.30951e-05   1.71638e-09
980   1.21006e-05   1.59699e-09
990   1.11874e-05   1.48647e-09
1000   1.03484e-05   1.38414e-09
1010   9.5772e-06   1.28943e-09
1020   8.8678e-06   1.20161e-09
1030   8.21491e-06   1.12019e-09
1040   7.61369e-06   1.04466e-09
1050   7.05974e-06   9.74301e-10
1060   6.54908e-06   9.0893e-10
1070   6.07807e-06   8.48216e-10
1080   5.64342e-06   7.91799e-10
1090   5.2421e-06   7.39358e-10
1100   4.87138e-06   6.90596e-10
1110   4.52875e-06   6.45241e-10
1120   4.21193e-06   6.03036e-10
1130   3.91885e-06   5.6372e-10
1140   3.64759e-06   5.27121e-10
1150   3.39641e-06   4.9302e-10
1160   3.16374e-06   4.61249e-10
1170   2.9481e-06   4.31634e-10
1180   2.74816e-06   4.04009e-10
1190   2.5627e-06   3.7825e-10
1200   2.3906e-06   3.54224e-10
1210   2.23083e-06   3.31811e-10
1220   2.08244e-06   3.10903e-10
1230   1.94458e-06   2.91436e-10
1240   1.81644e-06   2.73264e-10
1250   1.69728e-06   2.56291e-10
1260   1.58645e-06   2.40433e-10
1270   1.48331e-06   2.25612e-10
1280   1.38731e-06   2.11758e-10
1290   1.2979e-06   1.98801e-10
1300   1.21462e-06   1.86681e-10
1310   1.137e-06   1.75341e-10
1320   1.06465e-06   1.64731e-10
1330   9.97184e-07   1.54803e-10
1340   9.34246e-07   1.45534e-10
1350   8.75516e-07   1.3686e-10
1360   8.20694e-07   1.28738e-10
1370   7.69505e-07   1.211e-10
1380   7.21692e-07   1.13889e-10
1390   6.7702e-07   1.0713e-10
1400   6.3527e-07   1.00794e-10
1410   5.96238e-07   9.48533e-11
1420   5.59737e-07   8.92832e-11
1430   5.25594e-07   8.40383e-11
1440   4.93647e-07   7.91187e-11
1450   4.63746e-07   7.4487e-11
1460   4.35752e-07   7.01392e-11
1470   4.09538e-07   6.60569e-11
1480   3.84982e-07   6.22259e-11
1490   3.61975e-07   5.86286e-11
1500   3.40413e-07   5.5249e-11
1510   3.20201e-07   5.20735e-11
1520   3.01248e-07   4.90885e-11
1530   2.83472e-07   4.62817e-11
1540   2.66797e-07   4.36471e-11
1550   2.5115e-07   4.11698e-11
1560   2.36465e-07   3.88454e-11
1570   2.22679e-07   3.66656e-11
1580   2.09734e-07   3.46149e-11
1590   1.97577e-07   3.26843e-11
1600   1.86156e-07   3.08663e-11
1610   1.75426e-07   2.91539e-11
1620   1.65341e-07   2.75406e-11
1630   1.55862e-07   2.60205e-11
1640   1.4695e-07   2.4588e-11
1650   1.3857e-07   2.32379e-11
1660   1.30687e-07   2.19651e-11
1670   1.23272e-07   2.07651e-11
1680   1.16296e-07   1.96336e-11
1690   1.0973e-07   1.85664e-11
1700   1.0355e-07   1.75599e-11
1710   9.77313e-08   1.66118e-11
1720   9.22528e-08   1.57195e-11
1730   8.70934e-08   1.48699e-11
1740   8.22335e-08   1.40672e-11
1750   7.76552e-08   1.33063e-11
1760   7.33412e-08   1.25867e-11
1770   6.92757e-08   1.19074e-11
1780   6.54437e-08   1.12655e-11
1790   6.18314e-08   1.06589e-11
1800   5.84255e-08   1.00861e-11
1810   5.52137e-08   9.54468e-12
1820   5.21846e-08   9.03312e-12
1830   4.93272e-08   8.54992e-12
1840   4.66316e-08   8.09351e-12
1850   4.40882e-08   7.66239e-12
1860   4.1688e-08   7.25572e-12
1870   3.94226e-08   6.87312e-12
1880   3.72843e-08   6.51142e-12
1890   3.52655e-08   6.16937e-12
1900   3.33594e-08   5.84592e-12
1910   3.15594e-08   5.54022e-12
1920   2.98594e-08   5.25151e-12
1930   2.82537e-08   4.97817e-12
1940   2.67368e-08   4.71936e-12
1950   2.53036e-08   4.47439e-12
1960   2.39494e-08   4.24248e-12
1970   2.26696e-08   4.0229e-12
1980   2.14601e-08   3.81498e-12
1990   2.03167e-08   3.61806e-12
2000   1.92359e-08   3.43155e-12
2010   1.8214e-08   3.25487e-12
2020   1.72478e-08   3.08748e-12
2030   1.6334e-08   2.92887e-12
2040   1.54699e-08   2.77861e-12
2050   1.46525e-08   2.63629e-12
2060   1.38793e-08   2.5012e-12
2070   1.31478e-08   2.37292e-12
2080   1.24558e-08   2.25106e-12
2090   1.18009e-08   2.13558e-12
2100   1.11812e-08   2.02625e-12
2110   1.05948e-08   1.92235e-12
2120   1.00397e-08   1.82334e-12
2130   9.51425e-09   1.72953e-12
2140   9.01686e-09   1.64097e-12
2150   8.54596e-09   1.55722e-12
2160   8.10011e-09   1.47786e-12
2170   7.67794e-09   1.40248e-12
2180   7.27817e-09   1.33099e-12
2190   6.89957e-09   1.26353e-12
2200   6.541e-09   1.19954e-12
2210   6.20137e-09   1.13883e-12
2220   5.87965e-09   1.08123e-12
2230   5.57488e-09   1.02661e-12
2240   5.28615e-09   9.74793e-13
2250   5.01259e-09   9.25647e-13
2260   4.75339e-09   8.79027e-13
2270   4.50778e-09   8.34784e-13
2280   4.27503e-09   7.92775e-13
2290   4.05445e-09   7.52917e-13
2300   3.84539e-09   7.15088e-13
2310   3.64725e-09   6.79189e-13
2320   3.45943e-09   6.45113e-13
2330   3.2814e-09   6.12758e-13
2340   3.11263e-09   5.82046e-13
2350   2.95264e-09   5.52891e-13
2360   2.80094e-09   5.25159e-13
2370   2.65712e-09   4.98831e-13
2380   2.52076e-09   4.73857e-13
2390   2.39145e-09   4.50141e-13
2400   2.26884e-09   4.27622e-13
2410   2.15256e-09   4.06239e-13
2420   2.04229e-09   3.85931e-13
2430   1.93771e-09   3.66643e-13
2440   1.83852e-09   3.48299e-13
2450   1.74445e-09   3.30851e-13
2460   1.65521e-09   3.14276e-13
2470   1.57057e-09   2.98472e-13
2480   1.49028e-09   2.83486e-13
2490   1.41411e-09   2.6928e-13
2500   1.34186e-09   2.55822e-13
2510   1.27331e-09   2.43033e-13
2520   1.20828e-09   2.30886e-13
2530   1.14658e-09   2.19326e-13
2540   1.08804e-09   2.08383e-13
2550   1.0325e-09   1.98017e-13
2560   9.79802e-10   1.88168e-13
2570   9.29799e-10   1.7881e-13
2580   8.82351e-10   1.69877e-13
2590   8.37329e-10   1.61304e-13
