# pT(GeV) dsigma/dpT(pb/GeV) error(pb/GeV)
100   37293.7   0.2456
200   1079.03   0.00973058
300   115.57   0.00128681
400   21.5493   0.00028724
500   5.46038   8.56042e-05
600   1.68109   3.04605e-05
700   0.592462   1.2175e-05
800   0.230742   5.27636e-06
900   0.0970982   2.42718e-06
1000   0.0434642   1.16784e-06
1100   0.020461   5.82799e-07
1200   0.0100415   2.99538e-07
1300   0.00510199   1.58057e-07
1400   0.00266849   8.52749e-08
1500   0.00142995   4.69422e-08
1600   0.000781983   2.62622e-08
1700   0.00043498   1.49155e-08
1800   0.00024543   8.56509e-09
1900   0.000140135   4.97103e-09
2000   8.08058e-05   2.91049e-09
2100   4.69699e-05   1.71386e-09
2200   2.74773e-05   1.01635e-09
2300   1.61537e-05   6.05016e-10
2400   9.53096e-06   3.61191e-10
2500   5.63686e-06   2.1625e-10
