# pT(GeV) dsigma/dpT(pb/GeV) error(pb/GeV)
100   47556.5   0.254575
200   1509.41   0.0103056
300   176.089   0.00139965
400   35.4959   0.000323267
500   9.65811   0.000100566
600   3.17528   3.76744e-05
700   1.18987   1.59688e-05
800   0.491139   7.37671e-06
900   0.218519   3.62776e-06
1000   0.103246   1.86973e-06
1100   0.051242   9.99866e-07
1200   0.0264932   5.50673e-07
1300   0.0141747   3.11299e-07
1400   0.00780484   1.79834e-07
1500   0.00440231   1.06007e-07
1600   0.00253391   6.34868e-08
1700   0.00148354   3.85662e-08
1800   0.000881104   2.36966e-08
1900   0.000529631   1.47189e-08
2000   0.000321574   9.2142e-09
2100   0.000196873   5.80712e-09
2200   0.000121344   3.68052e-09
2300   7.51923e-05   2.34105e-09
2400   4.67852e-05   1.49397e-09
2500   2.91961e-05   9.56925e-10
